Center Name,Legal Name,Building,Street,Borough,ZipCode,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Health Code Sub Section,Violation Status,Inspection Summary Result
Laurelton Child Care Inc.,"Laurelton Child Care, Inc.",141-19,224 STREET,QUEENS,11413,718-712-1860,6624,03/15/2024,Permitted,2 YEARS - 5 YEARS,81,DC2982,PRESCHOOL,GDC,Child Care - Pre School,4282460,,03/15/2004,N,20.0000,21.9050,8,11.9769,20,6.1285,20,18.9541,09/20/2021,Teacher to child ratios and group size maintained in Group Child Care program,PUBLIC HEALTH HAZARD,47.23(f)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
SHIRLEY CHISHOLM DAY CARE CENTER #1,"SHIRLEY CHISHOLM DAY CARE CENTER,INC",2023,PACIFIC STREET,BROOKLYN,11233,718-756-1721,4130,09/23/2022,Expired-In Renewal,2 YEARS - 5 YEARS,101,DC14352,PRESCHOOL,GDC,Child Care - Pre School,3038522,,09/23/2004,N,0.0000,21.9050,21,11.9769,0,6.1285,0,18.9541,06/14/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
THE PURPLE CRAYON,KIDDIEPRISE LLC,1518,86TH ST,BROOKLYN,11228,718-844-1916,104707,01/08/2025,Permitted,2 YEARS - 5 YEARS,31,DC36177,PRESCHOOL,GDC,Child Care - Pre School,3166171,,01/08/2019,Y,0.0000,21.9050,9,11.9769,0,6.1285,0,18.9541,01/22/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
VIVVI 2 LLC,VIVVI 2 LLC,100,Church Street,MANHATTAN,10007,212-602-0829,105233,09/03/2024,Permitted,2 YEARS - 5 YEARS,105,DC39282,PRESCHOOL,GDC,Child Care - Pre School,1001409,www.vivvi.com,09/03/2020,Y,0.0000,21.9050,19,11.9769,0,6.1285,0,18.9541,05/19/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
MCCARTON ACHIEVEMENT CENTER,"MCCARTON FOUNDATION FOR DEVELOPMENTAL DISABILITIES, INC.",1909,LONGFELLOW AVENUE,BRONX,10460,347-497-3998,104631,10/25/2024,Permitted,2 YEARS - 5 YEARS,72,DC37464,PRESCHOOL,GDC,Child Care - Pre School,2120210,www.mccarton.org,10/25/2018,Y,50.0000,21.9050,34,11.9769,25,6.1285,25,18.9541,07/06/2022,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,47.49(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
NORTH BRONX NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEVELOPMENT CENTER,"NORTH BRONX NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEVELOPMENT CENTER, INC.",4035,WHITE PLAINS ROAD,BRONX,10466,718-231-7100,4669,11/23/2023,Permitted,2 YEARS - 5 YEARS,157,DC346,PRESCHOOL,GDC,Child Care - Pre School,2063070,Ask@nbncnwcdc.org,08/25/2003,N,33.3333,21.9050,9,11.9769,33.3333,6.1285,33.3333,18.9541,12/23/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,
KIDDIE ACADEMY OF LITTLE NECK,"KIDSZONE, INC.",252-20,NORTHERN BOULEVARD,QUEENS,11362,718-229-2829,7964,12/01/2024,Permitted,2 YEARS - 5 YEARS,139,DC17506,PRESCHOOL,GDC,Child Care - Pre School,4537295,,12/01/2008,Y,0.0000,21.9050,17,11.9769,0,6.1285,0,18.9541,12/15/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
NY KIDS CLUB,"NY Kids ClubPNW Enterprises, LLC dba",369,3RD AVE,MANHATTAN,10016,347-378-4801,105209,09/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,55,DC39842,ALL AGE CAMP,Camp,Camp,1019864,,08/19/2020,Y,0.0000,26.8868,0,1.0000,0,14.2558,0,21.8553,08/18/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
ASIAN AMERICAN COALITION FOR EDUCATION,ASIAN-AMERICAN COALITION FOR EDUCATION (ACE),75-43,PARSONS BLVD,QUEENS,11366,718-380-3683,105457,07/29/2023,Permitted,2 YEARS - 5 YEARS,39,DC40058,PRESCHOOL,GDC,Child Care - Pre School,4147804,www.aaceny.net,07/29/2021,Y,60.0000,21.9050,7,11.9769,40,6.1285,60,18.9541,05/04/2022,Child care service operating without a permit; Permit expired.,PUBLIC HEALTH HAZARD,47.03(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
FAIRYTALE DAY CARE INC.,FAIRYTALE DAY CARE INC.,99-17,63 ROAD,QUEENS,11374,718-275-0204,105535,10/27/2023,Permitted,2 YEARS - 5 YEARS,121,DC40234,PRESCHOOL,GDC,Child Care - Pre School,4000000,www.fairytaledaycare.com,10/27/2021,Y,33.3333,21.9050,11,11.9769,0,6.1285,33.3333,18.9541,02/17/2023,Restricted animal observed in child care service at time of inspection.,GENERAL,47.53,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
TENDER TOTS BUSHWICK LLC,TENDER TOTS BUSHWICK LLC,810,FLUSHING AVENUE,BROOKLYN,11206,646-571-8427,104008,04/27/2023,Permitted,0 YEARS - 2 YEARS,22,DC33738,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3000000,tendertotsny.com,04/27/2017,Y,20.0000,17.4391,6,8.4034,0,4.9984,20,15.3835,05/18/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
JACK & JILL,EVBO INC.,43-23,COLDEN STREET,QUEENS,11355,718-762-1218,4506,05/13/2023,Permitted,2 YEARS - 5 YEARS,132,DC10479,PRESCHOOL,GDC,Child Care - Pre School,4115898,www.jackandjillschools.com,03/03/1977,Y,0.0000,21.9050,16,11.9769,0,6.1285,0,18.9541,11/01/2021,"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",GENERAL,47.33(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Not Required
INFINITY EDUCATIONAL PROGRAMS INC.,INFINITY EDUCATIONAL PROGRAMS INC.,1972,EAST 34TH STREET,BROOKLYN,11234,718-336-1981,8396,09/16/2023,Permitted,2 YEARS - 5 YEARS,89,DC21845,PRESCHOOL,GDC,Child Care - Pre School,3240023,infinitypreschool.org,09/16/2011,Y,0.0000,21.9050,17,11.9769,0,6.1285,0,18.9541,09/15/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
LIL INVENTORS CHILD CARE AQUEDUCT,LIL INVENTORS CHILD CARE AQUEDUCT LLC,2505,AQUEDUCT AVENUE,BRONX,10468,929-223-4707,104675,12/18/2022,Expired-In Renewal,2 YEARS - 5 YEARS,34,DC37627,PRESCHOOL,GDC,Child Care - Pre School,2014664,www.lilinventors.com,12/18/2018,Y,40.0000,21.9050,10,11.9769,20,6.1285,20,18.9541,01/27/2021,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CRITICAL,47.37(b)(1),CORRECTED,Initial Annual Inspection - Reinspection Required
SHARON BAPTIST HEAD START,"SHARON BAPTIST BOARD OF DIRECTORS, INC.",279-281,EAST BURNSIDE AVENUE,BRONX,10457,718-466-1604,6834,12/01/2022,Expired-In Renewal,2 YEARS - 5 YEARS,109,DC1589,PRESCHOOL,GDC,Child Care - Pre School,2013673,sharonbaptistheadstart.org,11/04/2004,N,16.6667,21.9050,13,11.9769,16.6667,6.1285,16.6667,18.9541,11/22/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC.",2901,WHITE PLAINS ROAD,BRONX,10467,718-653-3714,105015,08/26/2023,Permitted,0 YEARS - 2 YEARS,28,DC36645,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2054713,,08/26/2019,Y,50.0000,17.4391,10,8.4034,25,4.9984,50,15.3835,04/13/2023,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,GENERAL,47.33(b),OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"BUMBLEBEES R'US, INC.","BUMBLEBEES R'US, INC.",5721,6TH  AVENUE,BROOKLYN,11220,718-633-8828,74857,11/03/2024,Permitted,2 YEARS - 5 YEARS,169,DC32515,PRESCHOOL,GDC,Child Care - Pre School,3015780,bumblebeesrus.com,11/03/2014,Y,20.0000,21.9050,13,11.9769,0,6.1285,20,18.9541,06/22/2022,Floors in commercial building properly Not constructed; Not maintained in good repair; unclean,GENERAL,131.09(e),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required
UNIVERSITY SETTLEMENT SOCIETY  OF NEW YORK,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,184,ELDRIDGE STREET,MANHATTAN,10002,212-453-4511,6822,03/23/2022,Expired-In Renewal,0 YEARS - 2 YEARS,8,DC14874,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1005483,www.universitysettlement.org,03/23/2005,N,28.5714,17.4391,6,8.4034,0,4.9984,28.5714,15.3835,01/06/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
BRIGHT HORIZONS AT RIVERDALE,BRIGHT HORIZONS CHILDREN CENTER LLC,3223,INDEPENDENCE AVENUE,BRONX,10463,718-514-6974,104058,06/13/2023,Permitted,2 YEARS - 5 YEARS,63,DC35558,PRESCHOOL,GDC,Child Care - Pre School,2085773,www.brighthorizons.com/riverdale,06/13/2017,Y,75.0000,21.9050,19,11.9769,25,6.1285,75,18.9541,09/02/2022,Required smoke and carbon monoxide detectors Not provided or maintained at time of inspection.,CRITICAL,47.59(g),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.","ALL CHILDRENS CHILD CARE CENTER OF QUEENS, INC.",35-01,24 STREET,QUEENS,11106,718-707-0501,6855,05/26/2023,Permitted,2 YEARS - 5 YEARS,64,DC2838,PRESCHOOL,GDC,Child Care - Pre School,4003978,,02/10/2003,N,0.0000,21.9050,20,11.9769,0,6.1285,0,18.9541,12/03/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",844,DEKALB AVENUE,BROOKLYN,11221,718-574-3710,104876,06/18/2023,Permitted,0 YEARS - 2 YEARS,51,DC36635,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3049690,,06/18/2019,Y,25.0000,17.4391,19,8.4034,0,4.9984,25,15.3835,06/08/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
KIDDIE ACADEMY OF WHITESTONE,"KA OF WHITESTONE, INC.",7-05,152ND STREET,QUEENS,11357,718-747-5555,8085,10/17/2023,Permitted,,154,DC19324,PRESCHOOL,GDC,Child Care - Pre School,4610229,kiddieacademy.com/whitestone,10/16/2009,Y,20.0000,21.9050,32,11.9769,0,6.1285,20,18.9541,03/24/2023,Windows excluding fire escape windows in a child care service observed without window guards in a child care service.,PUBLIC HEALTH HAZARD,47.41(e),CORRECTED,
"HAMILTON MADISON HOUSE, INC.","HAMILTON MADISON HOUSE, INC.",60,CATHERINE STREET,MANHATTAN,10038,212-962-3408,1709,04/04/2025,Permitted,2 YEARS - 5 YEARS,60,DC1280,PRESCHOOL,GDC,Child Care - Pre School,1077421,hmhonline.com,12/23/2002,N,0.0000,21.9050,6,11.9769,0,6.1285,0,18.9541,07/12/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC.","CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC",125,WEST 109 STREET,MANHATTAN,10025,212-749-0291,4675,02/09/2023,Expired-In Renewal,2 YEARS - 5 YEARS,45,DC14403,PRESCHOOL,GDC,Child Care - Pre School,1079468,www.cathedralparkwaytowerspreschool.org,01/26/2005,N,40.0000,21.9050,6,11.9769,0,6.1285,40,18.9541,10/26/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,258,WEST 26TH STREET,MANHATTAN,10001,212-366-4365,102117,01/11/2022,Expired-In Renewal,0 YEARS - 2 YEARS,44,DC33083,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088709,WWW.BRIGHTHORIZONS.COM/chelsea,01/11/2016,Y,16.6667,17.4391,10,8.4034,0,4.9984,16.6667,15.3835,10/01/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected
RAINBOW CHILD DEVELOPMENT CENTER INC,Rainbow Child Development Center Inc,1-55,Borden  Avenue,QUEENS,11101,718-361-2821,104562,08/24/2024,Permitted,,8,DC35782,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4541408,,08/24/2018,Y,14.2857,17.4391,6,8.4034,0,4.9984,14.2857,15.3835,11/04/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
HOLY ROSARY SCHOOL,CATHOLIC SCHOOL REGION OF STATEN ISLAND-HOLY ROSARY SCHOOL,100,JEROME AVENUE,STATEN ISLAND,10305,718-447-1195,,11/23/2115,Active,3 YEARS - 5 YEARS,0,DC1382,PRESCHOOL,SBCC,School Based Child Care,5047668,www.archny.org/education,,,50.0000,45.1817,2,8.0094,0,23.3017,50,35.2291,10/18/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,1169,43RD STREET,BROOKLYN,11219,718-435-5111,8262,01/24/2023,Expired-In Renewal,0 YEARS - 2 YEARS,16,DC20809,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3135866,,01/24/2011,Y,0.0000,17.4391,16,8.4034,0,4.9984,0,15.3835,02/02/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
LITTLE SCHOLAR LEARNING CENTER VI,Foster Avenue Daycare LLC,631,East 18th Street,BROOKLYN,11226,718-667-8522,105202,09/15/2023,Permitted,0 YEARS - 16 YEARS,0,DC39338,ALL AGE CAMP,Camp,Camp,3425746,,08/10/2020,Y,100.0000,26.8868,0,1.0000,0,14.2558,100,21.8553,07/22/2021,Camp is supervised by a camp director. Camp Director present during operation,CRITICAL,48.09(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
SAINT CHRISTOPHER OTTLIE-GILMORE,SCO FAMILY OF SERVICES,29-49,GILLMORE STREET,QUEENS,11369,718-779-1660,24177,10/05/2024,Permitted,2 YEARS - 5 YEARS,83,DC24708,PRESCHOOL,GDC,Child Care - Pre School,4041534,www.sco.org,10/05/2012,Y,16.6667,21.9050,9,11.9769,0,6.1285,16.6667,18.9541,10/09/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
FIVE STARS CHILD CARE 2,FIVE STARS CHILD CARE 2,3415,NEPTUNE AVENUE,BROOKLYN,11224,718-676-7610,103864,11/22/2024,Permitted,2 YEARS - 5 YEARS,138,DC33594,PRESCHOOL,GDC,Child Care - Pre School,3253907,,11/22/2016,Y,40.0000,21.9050,17,11.9769,40,6.1285,0,18.9541,02/03/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
"COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DAY CARE CENTER, INCORPORATED","COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT DAY CARE CENTER, INCORPORATED",193-04,JAMAICA AVENUE,QUEENS,11423,718-464-2422,4984,03/30/2025,Permitted,2 YEARS - 5 YEARS,146,DC2131,PRESCHOOL,GDC,Child Care - Pre School,4231510,www.cecdhs.org,03/28/2005,N,33.3333,21.9050,17,11.9769,0,6.1285,33.3333,18.9541,06/08/2022,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection
NY KIDS CLUB,"PNW ENTERPRISES, LLC",299,COURT ST,BROOKLYN,11231,917-363-8153,105269,12/16/2024,Permitted,2 YEARS - 5 YEARS,27,DC39919,PRESCHOOL,GDC,Child Care - Pre School,3006636,,12/16/2020,Y,20.0000,21.9050,14,11.9769,0,6.1285,20,18.9541,11/04/2021,Qualified Group Teacher Not designated to cover for Education Director. Permittee failed to Notify Department of separation from service of Education Director,CRITICAL,47.13(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Required
UNITED LUBAVITCHER PRESCHOOL,UNITED LUBAVITCHER YESIVOTH,841,OCEAN PKWY.,BROOKLYN,11230,718-434-0795,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC32654,PRESCHOOL,SBCC,School Based Child Care,3170485,,,,100.0000,45.1817,6,8.0094,100,23.3017,0,35.2291,09/15/2022,Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,GENERAL,43.14(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
UNITED LUBAVITCHER PRESCHOOL,UNITED LUBAVITCHER YESIVOTH,841,OCEAN PKWY.,BROOKLYN,11230,718-434-0795,,01/23/2115,Active,3 YEARS - 5 YEARS,0,DC32654,PRESCHOOL,SBCC,School Based Child Care,3170485,,,,100.0000,45.1817,6,8.0094,100,23.3017,0,35.2291,09/15/2022,Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,GENERAL,43.14(a),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
WORLD EXPLORERS GROUP INC.,WORLD EXPLORERS GROUP INC.,36,SAINT FELIX STREET,BROOKLYN,11217,855-687-6923,104643,10/31/2024,Permitted,2 YEARS - 5 YEARS,45,DC37080,PRESCHOOL,GDC,Child Care - Pre School,3251667,www.brooklynexplorersacademy.com,10/31/2018,Y,42.8571,21.9050,7,11.9769,14.2857,6.1285,42.8571,18.9541,10/26/2022,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,47.49(a),CORRECTED,Initial Annual Inspection - Reinspection Required
THE LEARNING EXPERIENCE,RONOMOZA INC.,412,KINGS HIGHWAY,BROOKLYN,11223,718-627-7340,52619,09/30/2023,Permitted,0 YEARS - 2 YEARS,38,DC26061,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3253634,brooklyn.tlechildcare.com,09/30/2013,Y,0.0000,17.4391,15,8.4034,0,4.9984,0,15.3835,08/06/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
THE LEARNING EXPERIENCE,RONOMOZA INC.,412,KINGS HIGHWAY,BROOKLYN,11223,718-627-7340,52619,09/30/2023,Permitted,0 YEARS - 2 YEARS,38,DC26061,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3253634,brooklyn.tlechildcare.com,09/30/2013,Y,0.0000,17.4391,15,8.4034,0,4.9984,0,15.3835,08/06/2021,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
THE FAMILY ANNEX INC.,THE FAMILY ANNEX INC.,560,WEST 113 STREET,MANHATTAN,10025,212-749-3271,4765,05/11/2023,Permitted,0 YEARS - 2 YEARS,11,DC14302,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1057013,www.familyannex.org,07/31/2004,N,0.0000,17.4391,11,8.4034,0,4.9984,0,15.3835,03/07/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,101,WEST 85 STREET,MANHATTAN,10024,646-861-0664,104018,05/18/2023,Permitted,2 YEARS - 5 YEARS,56,DC33249,PRESCHOOL,GDC,Child Care - Pre School,1032161,allmychildrendaycare.com,05/18/2017,Y,0.0000,21.9050,13,11.9769,0,6.1285,0,18.9541,03/15/2023,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
THE BROWNING PRESCHOOL,THE BROWNING SCHOOL,52,EAST 62 STREET,MANHATTAN,10065,212-838-6280,,01/23/2115,Active,3 YEARS - 5 YEARS,36,DC1599,PRESCHOOL,SBCC,School Based Child Care,1040857,,,,0.0000,45.1817,5,8.0094,0,23.3017,0,35.2291,11/10/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
MARY BOBB LEARNING ACADEMY,"MARY BOBB DAY CARE,INC.",1187,NOSTRAND AVENUE,BROOKLYN,11225,718-604-4400,7594,11/19/2024,Permitted,2 YEARS - 5 YEARS,177,DC11744,PRESCHOOL,GDC,Child Care - Pre School,3107261,,05/19/2006,Y,16.6667,21.9050,24,11.9769,16.6667,6.1285,0,18.9541,11/24/2020,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations
